Word,PoS,KM_Count,Value,Elo,RW,Best,Worst,Unchosen,BestWorst,ABW,David,ValueLogit,RWLogit,BestWorstLogit,N
scientist,Noun,-0.119,0.49042747,31.91772843,0.491638088,19,29,36,-17.35714286,-0.239229689,42800,-0.038294801,-0.033450769,-17.35714286,84
jubilee,Noun,0.024,0.493788876,-36.55669105,0.489862547,17,15,52,4.071428571,0.047628049,-40700,-0.024845776,-0.04055537,4.071428571,84
adobe,Noun,-0.083,0.494960332,16.19396555,0.497045601,12,19,53,-12,-0.167054085,-3600,-0.020159353,-0.011817732,-12,84
punctuality,Noun,-0.012,0.504675219,52.50803765,0.507292722,17,18,49,-1.285714286,-0.023810649,14500,0.01870142,0.029172959,-1.285714286,84
camp,Noun,-0.036,0.506218589,13.105609,0.508621972,16,19,49,-4.857142857,-0.071458964,8800,0.024875637,0.034491307,-4.857142857,84
breeder,Noun,0.012,0.508349019,15.72624184,0.507827975,17,16,51,2.285714286,0.023810649,20100,0.033399179,0.03131446,2.285714286,84
whaling,Noun,-0.012,0.519063831,34.1363793,0.518287139,16,17,51,-1.285714286,-0.023810649,54300,0.076292308,0.073181197,-1.285714286,84
finale,Noun,0.131,0.530349249,51.26587605,0.530353927,19,8,57,20.14285714,0.26341745,-11400,0.121546416,0.121565197,20.14285714,84
commando,Noun,0.119,0.541252548,64.55926012,0.543735907,20,10,54,18.35714286,0.239229689,30800,0.165386142,0.175391869,18.35714286,84
prophet,Noun,0.179,0.549518327,117.149538,0.538233863,31,16,37,27.28571429,0.361013346,2400,0.19872473,0.153234589,27.28571429,84
scholarship,Noun,0.214,0.552971466,106.0234771,0.555103748,31,13,40,32.64285714,0.435318071,-9500,0.212683974,0.221313916,32.64285714,84
trimester,Noun,0.226,0.559678908,43.32061586,0.563757366,31,12,41,34.42857143,0.460341718,-32700,0.239859024,0.256425367,34.42857143,84
anesthesia,Noun,0.202,0.573745973,158.7859421,0.572077816,24,7,53,30.85714286,0.410427897,1200,0.297151268,0.290333658,30.85714286,84
roadblock,Noun,0.262,0.581077965,102.7850638,0.577521937,30,8,46,39.78571429,0.536304709,2700,0.327200112,0.312608905,39.78571429,84
racetrack,Noun,0.238,0.600043696,229.1238965,0.597958358,25,5,54,36.21428571,0.485507816,11000,0.405647178,0.396965445,36.21428571,84
petroleum,Noun,0.393,0.635177572,282.854316,0.640976358,42,9,33,59.42857143,0.830348302,44300,0.554493864,0.579604331,59.42857143,84
monkey,Noun,0.357,0.635394581,306.5276126,0.637990507,39,9,36,54.07142857,0.747214402,97100,0.555430467,0.566652968,54.07142857,84
synagogue,Noun,0.429,0.635434521,189.9493184,0.63177497,45,9,30,64.78571429,0.916290732,42000,0.555602873,0.539839027,64.78571429,84
sunset,Noun,0.417,0.640927962,289.2733721,0.637703245,42,7,35,63,0.887303195,53900,0.579394035,0.565409402,63,84
bridegroom,Noun,0.417,0.648880035,296.2292274,0.646563735,42,7,35,63,0.887303195,72400,0.614119906,0.603968605,63,84
librarian,Noun,0.381,0.648919668,323.7553583,0.645985235,36,4,44,57.64285714,0.802346473,78500,0.614293868,0.601438025,57.64285714,84
dime,Noun,0.357,0.650558441,346.6764691,0.651504277,33,3,48,54.07142857,0.747214402,90200,0.621494802,0.625658004,54.07142857,84
turquoise,Noun,0.488,0.664929463,278.2661056,0.667777692,47,6,31,73.71428571,1.067113622,73300,0.685339897,0.698150975,73.71428571,84
thermos,Noun,0.595,0.682827673,280.2413954,0.686486922,54,4,26,89.78571429,1.371479275,9200,0.766797273,0.7837461,89.78571429,84
windmill,Noun,0.548,0.688935542,349.8793003,0.677689564,51,5,28,82.64285714,1.229948291,82400,0.795147564,0.743174144,82.64285714,84
chestnut,Noun,0.655,0.717967607,307.2083049,0.716418031,59,4,21,98.71428571,1.567178103,76500,0.934402517,0.926762623,98.71428571,84
teapot,Noun,0.619,0.71907195,300.8069966,0.719382298,54,2,28,93.35714286,1.446918983,77300,0.939862835,0.941399672,93.35714286,84
orangutan,Noun,0.75,0.76204365,481.5370309,0.75651173,66,3,15,113,1.945910149,113200,1.163916582,1.13364927,113,84
pineapple,Noun,0.81,0.785140236,498.4927232,0.785156182,70,2,12,121.9285714,2.251291799,90100,1.295876789,1.295971321,121.9285714,84
occasion,Noun,-0.675,0.27630247,-372.4749188,0.270527517,2,58,23,-100.7048193,-1.638637067,-49800,-0.962877355,-0.991947827,-100.7048193,83
meaning,Noun,-0.663,0.293898146,-279.2731673,0.295816383,1,56,26,-98.89759036,-1.595049175,-45300,-0.87652623,-0.867300209,-98.89759036,83
workings,Noun,-0.566,0.300456636,-385.1783016,0.301737708,1,48,34,-84.43975904,-1.284015512,-85600,-0.84512435,-0.839036686,-84.43975904,83
division,Noun,-0.422,0.350965149,-278.6263511,0.346567373,4,39,40,-62.75301205,-0.899483614,-38700,-0.614799489,-0.634162193,-62.75301205,83
magnitude,Noun,-0.434,0.353430199,-196.6455374,0.350712542,3,39,41,-64.56024096,-0.928975891,-81700,-0.603995152,-0.615908626,-64.56024096,83
section,Noun,-0.386,0.362218919,-207.0431581,0.356030567,8,40,35,-57.3313253,-0.813106496,-67600,-0.565746314,-0.59263467,-57.3313253,83
imaging,Noun,-0.337,0.387369771,-336.2587583,0.396800331,5,33,45,-50.10240964,-0.702197016,-53300,-0.45838182,-0.418815059,-50.10240964,83
lineage,Noun,-0.349,0.391121551,-262.1196851,0.390827449,4,33,46,-51.90963855,-0.729514825,2100,-0.442600272,-0.443835405,-51.90963855,83
sensibility,Noun,-0.241,0.415621625,-122.5734919,0.415714512,5,25,53,-35.64457831,-0.491594262,-40900,-0.340773383,-0.340390956,-35.64457831,83
dynasty,Noun,-0.265,0.425505581,-146.4189017,0.427441924,6,28,49,-39.25903614,-0.543086486,7800,-0.300212318,-0.292295746,-39.25903614,83
puff,Noun,-0.241,0.430298353,-99.96843858,0.427669509,8,28,47,-35.64457831,-0.491594262,-2600,-0.280633987,-0.291365882,-35.64457831,83
wave,Noun,-0.169,0.433145222,-142.6788174,0.435707417,10,24,49,-24.80120482,-0.340604474,-63500,-0.26903009,-0.258601927,-24.80120482,83
litigation,Noun,-0.169,0.433854465,-99.82626444,0.436958019,11,25,47,-24.80120482,-0.340604474,-76600,-0.266142032,-0.253517069,-24.80120482,83
leftovers,Noun,-0.193,0.435695954,-203.4088826,0.432726763,10,26,47,-28.41566265,-0.390427231,-40500,-0.258648548,-0.270734589,-28.41566265,83
expert,Noun,-0.193,0.440479491,-153.0883125,0.439765983,12,28,43,-28.41566265,-0.390427231,-14200,-0.239216299,-0.242111854,-28.41566265,83
jealousy,Noun,-0.169,0.440488168,-53.9386141,0.436843029,9,23,51,-24.80120482,-0.340604474,-47400,-0.23918109,-0.253984473,-24.80120482,83
vacation,Noun,-0.145,0.450070328,-79.70538735,0.449203883,10,22,51,-21.18674699,-0.291197015,-68500,-0.200386546,-0.203887851,-21.18674699,83
heretic,Noun,-0.12,0.457877327,-192.2554862,0.450729557,13,23,47,-17.57228916,-0.242140052,-30200,-0.168891008,-0.197723425,-17.57228916,83
pun,Noun,-0.133,0.462427982,-72.4806172,0.47692712,17,28,38,-19.37951807,-0.266628663,-3000,-0.150571907,-0.092357115,-19.37951807,83
jumbo,Noun,-0.108,0.470450412,-98.4038392,0.470820622,16,25,42,-15.76506024,-0.217723484,-11900,-0.118336252,-0.116850288,-15.76506024,83
countdown,Noun,-0.024,0.474746164,-88.41620173,0.475285476,13,15,55,-3.114457831,-0.048202102,-71700,-0.101101373,-0.098938725,-3.114457831,83
drainage,Noun,-0.096,0.478757794,-66.52471582,0.48205665,11,19,53,-13.95783133,-0.193371393,8400,-0.085019999,-0.071804233,-13.95783133,83
longitude,Noun,-0.084,0.478908693,-6.730711066,0.477293538,11,18,54,-12.15060241,-0.16907633,8500,-0.084415322,-0.090888364,-12.15060241,83
geology,Noun,-0.012,0.490348755,-37.00068346,0.49359689,19,20,44,-1.307228916,-0.024097552,-6300,-0.038609774,-0.02561384,-1.307228916,83
impostor,Noun,-0.012,0.499672874,-8.921004548,0.49820961,9,10,64,-1.307228916,-0.024097552,-23200,-0.001308505,-0.007161592,-1.307228916,83
adhesive,Noun,-0.036,0.52477248,97.22320776,0.522725662,18,21,44,-4.921686747,-0.072320662,57900,0.099171119,0.090965321,-4.921686747,83
daybreak,Noun,0.157,0.542271859,-18.06101594,0.540871639,24,11,48,23.9939759,0.315852949,-3600,0.169492032,0.163852159,23.9939759,83
corridor,Noun,0.145,0.547618725,109.1635699,0.546468144,25,13,45,22.18674699,0.291197015,22800,0.191053934,0.186410502,22.18674699,83
barricade,Noun,0.229,0.568885189,125.3141932,0.579428482,30,11,42,34.8373494,0.46608973,-44300,0.277304198,0.320427697,34.8373494,83
den,Noun,0.253,0.579391158,184.6628079,0.573383817,31,10,42,38.45180723,0.517256514,-20200,0.32027454,0.295670591,38.45180723,83
hostess,Noun,0.205,0.584663424,112.4198414,0.589732638,27,10,46,31.22289157,0.415515444,89700,0.341947122,0.36286023,31.22289157,83
poop,Noun,0.361,0.60911443,219.3775747,0.606689308,44,14,25,54.71686747,0.757095905,6100,0.443591292,0.433416947,54.71686747,83
teenager,Noun,0.337,0.633149753,263.0038527,0.632094548,36,8,39,51.10240964,0.702197016,73300,0.545753252,0.541213002,51.10240964,83
orphan,Noun,0.446,0.651932431,301.9029598,0.656975165,40,3,40,67.36746988,0.958850346,96200,0.6275443,0.649843369,67.36746988,83
mouse,Noun,0.506,0.658875579,288.8192136,0.657467177,50,8,25,76.40361446,1.114741671,20900,0.658287434,0.652027355,76.40361446,83
harpoon,Noun,0.518,0.675731963,267.9859127,0.677052558,46,3,34,78.21084337,1.147402453,44300,0.734226046,0.740259313,78.21084337,83
orthodontist,Noun,0.53,0.677401963,334.1482457,0.675186578,49,5,29,80.01807229,1.18062544,61900,0.741857757,0.731738133,80.01807229,83
icebox,Noun,0.59,0.694901325,312.9170657,0.693603468,50,1,32,89.05421687,1.356441398,23700,0.823134607,0.817020307,89.05421687,83
ferryboat,Noun,0.614,0.697800003,351.1337381,0.694722401,55,4,24,92.6686747,1.432103897,50100,0.836843494,0.82229082,92.6686747,83
cheetah,Noun,0.807,0.786327452,519.7590845,0.790362887,69,2,12,121.5843373,2.238046572,115800,1.302928616,1.327114186,121.5843373,83
deviation,Noun,-0.537,0.330085833,-287.6424654,0.331396615,1,45,36,-79.98780488,-1.198695747,-55000,-0.707796875,-0.701875145,-79.98780488,82
thrill,Noun,-0.488,0.356511668,-211.2950294,0.363331811,3,43,36,-72.67073171,-1.066351426,1700,-0.590536924,-0.560932128,-72.67073171,82
violation,Noun,-0.378,0.382072364,-207.0036346,0.387391022,6,37,39,-56.20731707,-0.795562186,-17900,-0.480761331,-0.458292276,-56.20731707,82
product,Noun,-0.39,0.387327709,-261.978814,0.386282231,15,47,20,-58.03658537,-0.824175443,-70800,-0.458559064,-0.462966891,-58.03658537,82
scrutiny,Noun,-0.341,0.404773767,-81.55538853,0.405779608,9,37,36,-50.7195122,-0.711496319,-14100,-0.385613246,-0.381440107,-50.7195122,82
meanie,Noun,-0.329,0.406487608,-213.5292153,0.409900448,7,34,41,-48.8902439,-0.684014697,26600,-0.378504651,-0.364376933,-48.8902439,82
asset,Noun,-0.305,0.407092621,-236.6305304,0.408116841,12,37,33,-45.23170732,-0.629777567,-25600,-0.375997465,-0.371755741,-45.23170732,82
repose,Noun,-0.268,0.40933925,-178.2525628,0.405581799,4,26,52,-39.74390244,-0.550046337,-22600,-0.36669755,-0.382260538,-39.74390244,82
healing,Noun,-0.232,0.415692933,-147.6675638,0.409868454,4,23,55,-34.25609756,-0.47198579,-74500,-0.340479797,-0.364509206,-34.25609756,82
tug,Noun,-0.256,0.431007448,-59.28471419,0.440549309,9,30,43,-37.91463415,-0.523855124,19700,-0.277741975,-0.238933014,-37.91463415,82
shortage,Noun,-0.122,0.439962155,-119.6466726,0.441258275,5,15,62,-17.79268293,-0.245122458,-96200,-0.241315648,-0.236056975,-17.79268293,82
line,Noun,-0.22,0.440789771,-137.5414676,0.451941576,14,32,36,-32.42682927,-0.446287103,2200,-0.237957432,-0.192828981,-32.42682927,82
weakling,Noun,-0.134,0.441825011,-48.20651904,0.449315686,8,19,55,-19.62195122,-0.269919616,-25100,-0.233758611,-0.203435986,-19.62195122,82
showdown,Noun,-0.134,0.443098027,-146.3789306,0.43930332,7,18,57,-19.62195122,-0.269919616,-91000,-0.228598207,-0.243989974,-19.62195122,82
backer,Noun,-0.171,0.446998981,-106.0706728,0.447085759,10,24,48,-25.1097561,-0.344840486,-40500,-0.21280353,-0.212452477,-25.1097561,82
coupling,Noun,-0.122,0.449436086,-123.5351653,0.450765054,8,18,56,-17.79268293,-0.245122458,-17000,-0.202949398,-0.197580043,-17.79268293,82
conduit,Noun,-0.207,0.450691044,-40.80917311,0.448912843,13,30,39,-30.59756098,-0.42073258,57600,-0.197878988,-0.205064221,-30.59756098,82
itinerary,Noun,-0.207,0.455814664,-10.56704904,0.459752842,9,26,47,-30.59756098,-0.42073258,-29900,-0.17720359,-0.161337691,-30.59756098,82
leap,Noun,-0.085,0.460776239,-73.59761957,0.46113331,11,18,53,-12.30487805,-0.171148256,-38600,-0.15721808,-0.155781037,-12.30487805,82
revenge,Noun,-0.122,0.467902263,13.28900914,0.469017865,13,23,46,-17.79268293,-0.245122458,-38300,-0.128567753,-0.124087518,-17.79268293,82
fatigue,Noun,-0.11,0.470515388,-16.21823323,0.470102612,10,19,53,-15.96341463,-0.220400065,4600,-0.118075441,-0.119732385,-15.96341463,82
deposit,Noun,-0.073,0.476114673,-55.19687896,0.476400483,15,21,46,-10.47560976,-0.146603474,14300,-0.095614083,-0.094468261,-10.47560976,82
team,Noun,-0.024,0.476150277,-116.0672478,0.472570589,19,21,42,-3.158536585,-0.048790164,-61300,-0.095471341,-0.109827907,-3.158536585,82
analyzer,Noun,0,0.477498171,-119.4218107,0.478201382,17,17,48,0.5,0,-79800,-0.090068153,-0.08724978,0.5,82
slammer,Noun,-0.085,0.478792696,-1.297324864,0.479526333,8,15,59,-12.30487805,-0.171148256,-20000,-0.084880141,-0.081940484,-12.30487805,82
explosion,Noun,-0.085,0.479138609,0.341875006,0.471765079,15,22,45,-12.30487805,-0.171148256,-23600,-0.083494035,-0.113059963,-12.30487805,82
latitude,Noun,-0.061,0.49827675,22.42613648,0.50423388,18,23,41,-8.646341463,-0.122102697,48900,-0.006893027,0.016935926,-8.646341463,82
genius,Noun,0.037,0.499582103,-81.4444622,0.4948403,19,16,47,5.987804878,0.073203404,-59200,-0.001671589,-0.020639532,5.987804878,82
transmitter,Noun,-0.073,0.49958375,45.03194171,0.497285585,19,25,38,-10.47560976,-0.146603474,51300,-0.001665001,-0.010857768,-10.47560976,82
sportsmanship,Noun,0.073,0.505978385,-9.36517388,0.511132175,18,12,52,11.47560976,0.146603474,-54500,0.023914679,0.04453606,11.47560976,82
decoder,Noun,0.037,0.50671304,64.75630475,0.516941936,18,15,49,5.987804878,0.073203404,14400,0.026853775,0.067793696,5.987804878,82
recluse,Noun,0.098,0.511702763,10.29001243,0.519002909,24,16,42,15.13414634,0.195744577,-60600,0.046819602,0.076048265,15.13414634,82
insemination,Noun,0.122,0.545128577,69.76952468,0.536304108,27,17,38,18.79268293,0.245122458,-11400,0.181006894,0.145472433,18.79268293,82
buggy,Noun,0.244,0.555653305,60.30709705,0.55739407,28,8,46,37.08536585,0.497838428,-39900,0.223539446,0.230592651,37.08536585,82
hulk,Noun,0.232,0.581208967,80.94426478,0.591217736,30,11,41,35.25609756,0.47198579,58300,0.327738291,0.369001718,35.25609756,82
magnolia,Noun,0.195,0.592303383,243.0835615,0.588408801,28,12,42,29.76829268,0.395312737,56600,0.373495662,0.357391323,29.76829268,82
cloud,Noun,0.305,0.592370343,124.2280468,0.593613529,38,13,31,46.23170732,0.629777567,-4400,0.373772959,0.378923877,46.23170732,82
billboard,Noun,0.354,0.605820797,124.2917008,0.611005829,38,9,35,53.54878049,0.739238288,6400,0.429778591,0.451542138,53.54878049,82
tarot,Noun,0.317,0.606077975,161.0908682,0.601542084,33,7,42,48.06097561,0.656779536,-15800,0.430855665,0.411894613,48.06097561,82
trident,Noun,0.329,0.60771406,145.7652211,0.606457559,36,9,37,49.8902439,0.684014697,40200,0.437713464,0.432445834,49.8902439,82
bong,Noun,0.354,0.61265482,162.5087653,0.605400658,36,7,39,53.54878049,0.739238288,9600,0.458485446,0.428019557,53.54878049,82
deodorant,Noun,0.329,0.62148573,241.16426,0.622236275,34,7,41,49.8902439,0.684014697,28900,0.495859177,0.499050949,49.8902439,82
cadaver,Noun,0.439,0.635353122,272.8862674,0.628261985,44,8,30,66.35365854,0.942043228,33500,0.555251513,0.524767907,66.35365854,82
banker,Noun,0.354,0.636342354,238.2187654,0.637983985,33,4,45,53.54878049,0.739238288,63900,0.559523817,0.56662473,53.54878049,82
headset,Noun,0.427,0.663027928,302.2898863,0.662026744,37,2,43,64.52439024,0.912026333,130200,0.676817059,0.672339188,64.52439024,82
rocket,Noun,0.512,0.66839561,267.3378717,0.663694634,44,2,36,77.32926829,1.131402111,48700,0.700937568,0.67980258,77.32926829,82
yeast,Noun,0.512,0.671257754,289.8428552,0.665289312,47,5,30,77.32926829,1.131402111,47500,0.713879199,0.68695546,77.32926829,82
hepatitis,Noun,0.585,0.679901719,343.7689994,0.676198515,53,5,24,88.30487805,1.341173926,3100,0.753320181,0.736356066,88.30487805,82
surfboard,Noun,0.634,0.702826925,279.1883253,0.702289684,55,3,24,95.62195122,1.496642418,59600,0.860795953,0.858225052,95.62195122,82
microwave,Noun,0.646,0.729283433,464.1546491,0.719448641,55,2,25,97.45121951,1.537978948,65700,0.990990058,0.941728335,97.45121951,82
lantern,Noun,0.72,0.742360113,384.8517606,0.728280133,59,0,23,108.4268293,1.813265674,85000,1.058271632,0.985914137,108.4268293,82
ballerina,Noun,0.744,0.753093458,397.7587038,0.749807755,63,2,17,112.0853659,1.918322193,107600,1.11517944,1.097587242,112.0853659,82
pig,Noun,0.829,0.796103395,481.5740519,0.798155835,70,2,10,124.8902439,2.371577964,157500,1.362116045,1.374807919,124.8902439,82
selection,Noun,-0.593,0.302581567,-383.9824191,0.30582192,1,49,31,-88.38888889,-1.363304843,-70800,-0.835034681,-0.819725554,-88.38888889,81
implication,Noun,-0.469,0.333230872,-207.7305336,0.341700519,4,42,35,-69.87037037,-1.017923377,-82400,-0.693608294,-0.65572529,-69.87037037,81
simplicity,Noun,-0.481,0.333803605,-235.764453,0.335499293,3,42,36,-71.72222222,-1.049822125,-85000,-0.691031704,-0.683416091,-71.72222222,81
likelihood,Noun,-0.543,0.337189565,-239.6854697,0.346453584,0,44,37,-80.98148148,-1.217395825,-40200,-0.675843748,-0.634664706,-80.98148148,81
aspect,Noun,-0.457,0.345124585,-285.4639279,0.350866734,5,42,34,-68.01851852,-0.986494991,-96800,-0.640539541,-0.61523156,-68.01851852,81
abuse,Noun,-0.469,0.351777793,-171.0615997,0.353549931,5,43,33,-69.87037037,-1.017923377,-60500,-0.611233842,-0.603471242,-69.87037037,81
upscale,Noun,-0.469,0.353201146,-237.934167,0.357179666,0,38,43,-69.87037037,-1.017923377,-41400,-0.60499764,-0.587626348,-69.87037037,81
excellence,Noun,-0.444,0.363778655,-259.4187513,0.36897504,4,40,37,-66.16666667,-0.955511445,-5300,-0.559000937,-0.536616418,-66.16666667,81
ascension,Noun,-0.494,0.365408699,-296.1237766,0.366947443,3,43,35,-73.57407407,-1.082218479,24400,-0.551964721,-0.545334815,-73.57407407,81
location,Noun,-0.432,0.372572249,-184.0660485,0.368325882,9,44,28,-64.31481481,-0.924948795,-46800,-0.521197549,-0.539405528,-64.31481481,81
adjective,Noun,-0.383,0.389671477,-246.361538,0.392339645,13,44,24,-56.90740741,-0.806475866,-25700,-0.448693356,-0.437488191,-56.90740741,81
punishment,Noun,-0.346,0.390030408,-208.0105434,0.392017848,9,37,35,-51.35185185,-0.721055969,-66800,-0.447184403,-0.438838157,-51.35185185,81
differential,Noun,-0.272,0.396709692,-159.3407341,0.398867151,4,26,51,-40.24074074,-0.557191544,-102900,-0.419193761,-0.410187548,-40.24074074,81
headway,Noun,-0.309,0.397787783,-121.9908991,0.400587445,6,31,44,-45.7962963,-0.638087403,-56800,-0.41469125,-0.403018017,-45.7962963,81
delicacy,Noun,-0.296,0.400038974,-217.5218197,0.403302384,11,35,35,-43.94444444,-0.610909082,-71700,-0.40530272,-0.391723864,-43.94444444,81
closure,Noun,-0.333,0.40111057,-90.09082425,0.39792,9,36,36,-49.5,-0.693147181,-51900,-0.400839866,-0.414139347,-49.5,81
sincerity,Noun,-0.284,0.406931496,-204.3205825,0.412207087,6,29,46,-42.09259259,-0.583947889,-51800,-0.376665057,-0.354848837,-42.09259259,81
longevity,Noun,-0.296,0.407472589,-202.2941365,0.411691322,6,30,45,-43.94444444,-0.610909082,-16200,-0.37442347,-0.356977924,-43.94444444,81
slump,Noun,-0.309,0.410814759,-121.5903039,0.405067153,8,33,40,-45.7962963,-0.638087403,-3800,-0.36059823,-0.384395672,-45.7962963,81
rhythm,Noun,-0.222,0.42031314,-110.0927064,0.423904393,7,25,49,-32.83333333,-0.451985124,-35200,-0.321488058,-0.306765688,-32.83333333,81
firm,Noun,-0.235,0.427447001,-116.5106733,0.433956584,10,29,42,-34.68518519,-0.478035801,19600,-0.292274998,-0.26572629,-34.68518519,81
number,Noun,-0.235,0.428429635,-145.2557141,0.430685053,15,34,32,-34.68518519,-0.478035801,-23400,-0.288261087,-0.279056703,-34.68518519,81
opponent,Noun,-0.296,0.428454379,-80.80080934,0.422884976,9,33,39,-43.94444444,-0.610909082,28100,-0.288160043,-0.310941378,-43.94444444,81
medication,Noun,-0.21,0.436982542,-13.14391028,0.436070558,9,26,46,-30.98148148,-0.426084395,-28900,-0.253417391,-0.25712508,-30.98148148,81
banter,Noun,-0.136,0.45413965,-117.0580492,0.459978335,10,21,50,-19.87037037,-0.273293335,-17000,-0.183958423,-0.160429869,-19.87037037,81
interruption,Noun,-0.099,0.454907452,-141.2255529,0.458360143,11,19,51,-14.31481481,-0.198176929,-48600,-0.180861597,-0.166946097,-14.31481481,81
vendetta,Noun,-0.111,0.459592812,-103.1661808,0.46539806,11,20,50,-16.16666667,-0.223143551,-73800,-0.161982003,-0.138629349,-16.16666667,81
